text;oldlabel;label
gempa magnitudo febuari waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer tenggara buranga kedalaman kilometer dirasakan ereke bmkg;1;
tidak bisa tidak panik kalau malam begini kena gempa masih diejek overact;1;
gempa magnitudo kedalaman kilometer mei waktu indonesia bagian barat koordinat kilometer baratlaut kep mentawai sumbar tidak berpotensi tsunami bmkg;1;
kalau saya orangnya memang waktu entah itu di sekolah dasar sampai sama di universitas memang tak mau kalah kata jokowi;0;
sempat disuntik vaksin pfizer perawat ini malah positif covid;0;
minggu sebelum kalsel lumpuh karena banjir masih sempat diajak jalan;0;
angin puting beliung terjadi di kabupaten buton utara provinsi sulawesi tenggara pada kamis merusak puluhan rumah dan fasum;1;
gempa magnitudo april waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer barat daya kabupaten malang kedalaman kilometer dirasakan ih prigi bmkg;1;
awanpanas guguran merapi tanggal juni pukul waktu indonesia bagian barat tercatat di seismogram dengan amplitudo mm dan durasi detik jarak luncur sama ke arah barat daya merapisiaga sejak november;1;
publik yakin kinerja pemerintah bisa lebih baik di;0;
gempa magnitudo januari waktu indonesia bagian barat lokasi kilometer timurlaut alor ntt kedalaman kilometer tidak berpotensi tsunami bmkg;1;
hujan deras dan tanggul jebol menyebabkan banjir di kabupaten cirebon jawa barat banjir;1;
kisah jenderal tentara nasional indonesia berkendara hari menempuh perjalanan kilometer tancapkan merah putih di perbatasan;0;
kecamatan di kabupaten kediri rawan kekeringan;1;
terjadi awan panas guguran di tidak merapi pada tanggal pukul waktu indonesia bagian barat durasi detik jarak luncur sama ke arah hulu kali gendol statuswaspada sejak mei;1;
bhayangkara pembina keamanan dan ketertiban masyarakat desa pengeragoan kepolisian sektor pekutatan polisi resor jembrana mengamankan lokasi pembersihan tanah longsor;0;
gempa magnitudo juni waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer barat daya seluma kedalaman kilometer dirasakan ih kota bengkulu bmkg;1;
mengetren hari ini tentang kejadian alam gempa erupsi dentuman yang dalam sekejap melewati pendemi virus yang sedang melanda mari jedasejenak untuk intropeksi dan mohon ampun kepada sang illahi;0;
artha graha peduli turut berduka cita atas terjadinya banjir bandang yang menimpa masyarakat di sentani jayapura papua minggu maret;1;
bukti kontradiksi andaikan benar bahwa balas dendam terbaik tidak balas dendam diambil sebarang daily routine bagian dari tidak balas dendam maka daily routine balas dendam akan tetapi daily routine bukan bagian dari balas dendam kontradiksi;0;
masyarakat wajib vaksin covid apabila menerima sms dari kemenkes;0;
terjadi awanpanas guguran tidak merapi pada tanggal pukul waktu indonesia bagian barat dengan durasi detik jarak luncur sama arah ke hulu k gendol awanpanas masih dalam jarak aman rekomendasi masyarakat diimbau untuk tetap tenang statuswaspada sejak mei;1;
rizieq shihab tak terima penahanannya diperpanjang hingga hari ke depan;0;
rakyat selamat dari bencana banjir yang datang setiap tahunnya;0;
selesai corona ini percayakah musim kemarau panjang membawa petaka kekeringan sudah siapkah harga pangan melonjak;0;
menyetel radio berharap ada berita soal gempa ehhhh malah lagu semua;0;
terbangun karena gempa;0;
awanpanas guguran gunung merapi terjadi pada tanggal oktober pukul waktu indonesia bagian barat awanpanas guguran tercatat di seismogram dengan amplitudo max mm dan durasi detik jarak luncur tidak teramati karena cuaca berkabut statuswaspada sejak mei;1;
drypers drypantz bukan sahaja mengekalkan kekeringan sehingga jam malah ia juga memudahkan penukaran lampin walaupun waktu baby sedang baring hanya koyak gulung lekat pakai tarik dan sedia;0;
gempa dirasakan magnitudo kedalaman kilometer april waktu indonesia bagian barat koordinat kamu pusat gempa berada di laut kilometer baratdaya kabupaten acehbaratdaya dirasakan ih panyabungan bmkg;1;
bukannya kita teh harusnya sudah biasa ya dengar berita gunung meletus gempa bumi atau tsunami harusnya kita juga harus sudah siap dan waspada kalau ada bencana iya tidak sih apa kita lupa ya kalau kita itu tinggal di indonesia yang memang di kelilingi bencana;0;
menteri sosial tri rismaharini menyerahkan bantuan dari presiden jokowi kepada istri korban tenggelamnya kiri nanggala;0;
gue sih tidak sadar ya dengar bunyi dentuman atau tidak cuma yang gue sadar betul itu memang berasa ada getaran gue sampai pikir ini gempa bukan sih karena memang aneh kan kalau gempa itu goyang ini bergetar saja;0;
laporan pengamatan awanpanas gunung merapi tanggal januari pukul waktu indonesia bagian barat;1;
turut berduka cita atas kepergian bapak jakob oetama tokoh pers pendiri dan pemimpin harian kompas hari ini di usia tahun almarhum seorang jurnalis sejati punya daya kritis tinggi yang disampaikan dengan bahasa halus dan santun selamat jalan bapak jakob oetama;0;
aplikasi bmkg memberi kita alert gempa bumi tsunami cuaca buruk tapi tidak tau kalau erupsi gunung;0;
guguran berbeda dengan awan panas;1;
gempa magnitudo pusat gempa di darat kilometer timurlaut luwu timur kedalaman kilometer dirasakan ih sorowako bmkg;1;
hujan dengan intensitas tinggi sejak pukul wit mengakibatkan banjir di desa luhu dusun mangge mangge kecamatan huamal kabupaten seram bagian barat provinsi maluku selengkapnya banjir longsor;1;
selamat bertugas perwira remaja tentara nasional indonesia dan kepolisian republik indonesia yang saya lantik dan ambil sumpahnya pagi ini pesan saya jalankan sapta marga dan sumpah prajurit sepenuh hati terapkan tribrata dan catur prasetya dalam pengabdian buatlah orang tuanmu bangga buatlah indonesia berjaya;0;
akibat abrasi pantai tirtamaya terancam punah daerah daerah headline;1;
promo nya kece badai nih bundanya tiara mouk wah ide promo ine rue ini;0;
gempa magnitudo oktober waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer tenggara lumajang kedalaman kilometer dirasakan ih puger bmkg;1;
cara tahu ayam yang direbus sudah matang berikut ini cara cara yang bisa kamu lakukan pastikan ayam tidak kurang atau terlalu matang;0;
info gempa magnitudo skala richter juni waktu indonesia bagian barat lokasi kilometer baratdaya kep mentawai sumbar kedalaman kilometer bmkg;1;
jakarta banjir karena drainase dan saluran air yang tersumbat sampah karena dari aliran kali kali besar yang tidak terawat dengan baik saya belum tau apa yang menyebabkan banjir di banjarmasing setinggi itu;0;
gempa dirasakan magnitudo kedalaman kilometer april waktu indonesia bagian barat koordinat pusat gempa berada di laut kilometer tenggara manokwari selatan dirasakan ih ransiki ih momiwaren bmkg;1;
banjir di kabupaten sumbawa provinsi nusa tenggara barat korban pendataan kerugian materil unit rumah terendam ton beras sak pupuk tma meter pusdalopsbnpb;1;
iya gempa;1;
gempa magnitudo desember waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer tenggara tanggamus kedalaman kilometer dirasakan pringsewu pesawaran natar bandar lampung bmkg;1;
terjadi awanpanas guguran di tidak merapi pada tanggal pukul waktu indonesia bagian barat dengan durasi detik jarak luncur sama ke arah kali gendol awanpanas guguran tidak terpantau secara visual karena cuaca hujan dan berkabut statuswaspada sejak mei;1;
orang jakarta kaget dengar dentuman yang diduga dari gunung berapi anak krakatau sementara di yoyakarta kita sudah cape dengar merapi meledak dengan bunyi bertalu saat bunyi menggelegarnya adalah kenangan dentuman gempa;0;
gempa magnitudo kedalaman kilometer januari waktu indonesia bagian barat koordinat kilometer baratdaya pesisirbarat lampung tidak berpotensi tsunami bmkg;1;
kerugian materil semelagi kecil rumah setapuk besar parit rumah rumah ribu rumah rr putingbeliung kalimantan barat;1;
semoga allah memberi kekuatan pada semua saudara yang terkena musibah banjir longsor gempa dan lain lain amin;0;
gempa dirasakan magnitudo kedalaman kilometer maret waktu indonesia bagian barat koordinat pusat gempa berada di laut kilometer tenggara bonebolango dirasakan ih kota gorontalo ih luwuk bmkg;1;
gempa magnitudo maret waktu indonesia bagian barat lokasi pusat gempa berada di darat kilometer timurlaut nabire kedalaman kilometer dirasakan ih nabire bmkg;1;
ceo east indonesia sinarmas land franky najoan mengatakan serah terima akan dilakukan secara bertahap;0;
kunjungan kerja ke jawa timur ini adalah yang pertama di masa adaptasi kebiasaan baru persiapannya lebih khusus saya dan rombongan menjalani pemeriksaan kesehatan dan rapid tes lebih dulu jumlah penumpang pesawat kepresidenan juga dibatasi hanya separuh dari kapasitasnya;0;
gempa dirasakan magnitudo kedalaman kilometer juni waktu indonesia bagian barat koordinat pusat gempa berada di darat kilometer tenggara kolaka dirasakan ih kolaka ih kolaka timur bmkg;1;
ribuan warga memadati kawasan pasar tanah abang minggu membludaknya warga sampai membuat aparat turun tangan dan meminta mereka pulang;0;
bpptkg melaporkan adanya kejadian guguran awan panas gunung merapi pada kamis pukul waktu indonesia bagian barat yang tercatat di seismograf dengan amplitudo maksimal milimeter dan durasi detik selengkapnya infobencanabnpb;1;
but the rest is histori film televisi itu diblow up ke seluloid dan tayang di bioskop akhirnya jadi film kedua saya;0;
halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir;0;
gempa didalem tubuh itu bagaimana ya;0;
bagaimanapun juga umur bumi sudah miliar tahun pasti sudah banyak luka yang timbul karena bencana entah itu gempa kurang lebih kali gempa setiap tahunnya entah itu berkali kali meletusnya gunung merapi atau mencairnya es dikutub;0;
ya allah dentuman gempa krakatau kedengaran dajjal;0;
benar bahwa bencana banjir itu ulah manusia oleh karena itu analisalah mendalam sebab banjir itu jangan generalisasi;0;
memang bali banjir;0;
gempa magnitudo oktober waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer timurlaut mamuju kedalaman kilometer dirasakan mamuju tengah bmkg;1;
info gempa magnitudo skala richter april waktu indonesia bagian barat lokasi kamu kilometer tenggara niasselatan sumatra utara kedalaman kilometer bmkg;1;
gempa magnitudo oct waktu indonesia bagian barat lokasi kilometer timurlaut mamuju sulbar kedalaman kilometer tidak berpotensi tsunami bmkg;1;
gempa magnitudo pusat gempa di laut kilometer barat daya seluma kedalaman kilometer dirasakan ih kepahiang ih curup ih kota bengkulu bmkg;1;
gempa magnitudo november waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer baratdaya bayah kedalaman kilometer dirasakan iv panggarangan ih sukabumi ih pelabuhan ratu bmkg;1;
gempa magnitudo mei waktu indonesia bagian barat lokasi kamu pusat gempa berada di darat kilometer timur samosir kedalaman kilometer dirasakan ih samosir bmkg;1;
sangking parnonya sampai sekarang belum tidur dan apps bmkg baru ada notifikasi gempa di banten;1;
gempa magnitudo oct waktu indonesia bagian barat lokasi kilometer baratdaya pulaupagaiselatan sumbar kedalaman kilometer tidak berpotensi tsunami bmkg;1;
gempa magnitudo juni waktu indonesia bagian barat lokasi kamu kilometer baratdaya ternate malut kedalaman kilometer tidak berpotensi tsunami bmkg;1;
kali ini sinabung luncurkan awan panas sejauh meter atau kilometer ke arah tenggara timur pada selasa letusangunungapi;1;
gempa magnitudo januari waktu indonesia bagian barat lokasi pusat gempa berada di darat kilometer timurlaut morowali sulawesi tengah kedalaman kilometer dirasakan ih morowali bmkg;1;
akibat hujan debit air di sungai pacal meluap sehingga berdampak banjir di wilayah tersebut selengkapnya banjir banjirlongsor banjirbojonegoro pusdalopsbnpb;1;
kepala kepolisian daerah papua irjen mathius di fakhiri memastikan penanganan kkb yang sudah dilabeli sebagai teroris oleh pemerintah belum akan berubah;0;
info gempa magnitudo skala richter november waktu indonesia bagian barat lokasi kamu kilometer baratlaut halmaherabarat malut kedalaman kilometer bmkg;1;
gempa magnitudo pusat gempa di darat kilometer barat daya kaimana kedalaman kilometer dirasakan kaimana bmkg;1;
laporan aktivitas gunung merapi tanggal maret april awanpanas guguran terjadi sebanyak kali dengan jarak luncur teramati sejauh sama ke arah barat daya amp terekam pada seismogram dengan amplitudo maksimal mm dan durasi detik;1;
ini kali kedua anas alimi melelang gitar bertanda tangan personel megadeth pada tahun dia melepas gitarnya rupiah juta untuk disumbangkan bagi korban gempa palu dan donggala lelang covid;0;
inter milan resmi menjadi juara liga italia musim ini perolehan poin nerazzurri tak akan bisa dikejar lagi oleh para pesaingnya hingga akhir musim;0;
ya allah selamatkan jiwa amp raga agar kita dapat bersyukur kepadamu bahwa musibah bencana banjir tanah longsor wafatnya para ulama adalah kehendakmu ya allah kami sadar kami lalai kami banyak dosa untuk itu;0;
tahun yang lalu pbb dibentuk agar perang besar perang dunia ih tidak terulang kembali agar dunia bisa lebih damai stabil dan sejahtera di usia pbb yang ke kini kita patut bertanya apakah dunia yang kita impikan tersebut sudah tercapai;0;
hahahahahahaha ada ya manusia macam begitu;0;
jadi suara dentuman itu dari mana semoga bukan pertanda kan terjadi gempa alat alat seismograph jakarta amp bogor pasti bisa triangulasi sumber dentuman berasal;0;
dengan tim terpadu ini perencanaan dan eksekusi program program penanganan covid dan pemulihan ekonomi bisa berjalan beriringan keduanya ditangani oleh kelembagaan yang sama dan terkoordinasi secara maksimal;0;
pada erupsi merapi tanggal juni pukul dan waktu indonesia bagian barat tidak terjadi awanpanas letusan maupun awanpanas guguran;1;
dk nah itu wkwk;0;
puting beliung hancurkan rumah di sulawesi tenggara;1;
pangkalan bun senin gempa literasi gempa yang menghancurkan kebodohan gempa yang membangun peradaban barubalai bahasa kalimantan tengah bandar udara iskandar;0;
lembaga eijkman telah memulai upaya pengembangan vaksin merah putih dengan isolat virus yang beredar di indonesia sekitar awal tahun depan bibit vaksin ditargetkan dapat diserahkan kepada bio farma untuk formulasi dan produksi dalam rangka uji klinis tahap satu hingga tiga;0;
bangun jam pagi buat kelas soalnya of time difference;0;
gempa dentuman krakatau korona ghibah tetangga ya allah;0;
saya juga meminta agar ketimpangan kapasitas testing antardaerah diperkecil misalnya kapasitas testing di jakarta sudah ribu jawa timur masih ribu jawa tengah ribu jabar ribu dan provinsi lain di bawah ribu kapasitas testing antardaerah jangan terlalu timpang;0;
rider ducati jack miller menjadi pemenang moto gp spanyol dia pun mencegah fabio quartararo mencatatkan hati trick;0;
eh by the way memang boleh ya up hati di indonesia lagi ramai nya bali banjir gempa but wayv juga memang masalahnya sudah parah sih gue jadi bingung gembokan apa tidak;0;
eksploitasi alam mengalirkan uang ke oligarki rakyat dikasih banjir kalau sudah banjir oligarki paling bantu mie istant;0;
gempa magnitudo kedalaman kilometer mei waktu indonesia bagian barat koordinat kamu kilometer tenggara melonguane sulut tidak berpotensi tsunami bmkg;1;
puting beliung terjang bojonegoro ratusan rumah rusak;1;
diterjang puting beliung ruang kelas sampai di makassar rusak parah;1;
gempa magnitudo desember waktu indonesia bagian barat lokasi kamu kilometer baratdaya bandaaceh aceh kedalaman kilometer tidak berpotensi tsunami bmkg;1;
sedih dan sekaligus ironis ya banjir besar di awal tahun ini justru di wilayah yang dikenal paru paru dunia;0;
gempa magnitudo pusat gempa di laut kilometer barat laut piru kedalaman kilometer dirasakan piru namlea ih ambon bmkg;1;
kalau tidak salah pernah ada kejadian di luar negeri waktu itu malam hari dan semua sudah terlelap ada muslim yang sedang terbangun dari tidurnya uyk melaksanakan salat malam dan tiba terjadi gempa akhirnya muslim tadi selamat karena bisa menyelamatkan diri terus yang lain meninggal dunia;0;
tetapi kalau dipikir ya zka kita belajar pencegahan gempa di beton banjir di pik longsor di mektan terus benar semuanya terjadi pas kita lagi ujian akhir semester hal itu;0;
main game kalah mulu sampai kesal mau cheating biar menang lhaa masak main game saja cheating aduh;0;
semua kereta api yang melewati stasiun cipeundeuy di garut jawa barat wajib berhenti di sini dan tak boleh langsung melintas mengapa;0;
tahun angka kriminalitas di karawang naik;0;
info gempa magnitudo skala richter aug waktu indonesia bagian barat lokasi kamu kilometer baratdaya kabupaten acehbesar kedalaman kilometer bmkg;1;
awanpanas guguran gunung merapi tanggal maret pukul waktu indonesia bagian barat tercatat di seismogram dengan amplitudo mm dan durasi detik jarak luncur sama ke arah barat daya merapisiaga sejak november;1;
eh lebih seram kalau bukan suara krakatau dong terus apa gempa bumi eh;0;
tadi dengaq radio maybe kita mengalami kekeringan nih sampai bulan mau ohno;0;
datangi gp ansor said didu meminta maaf terkait ucapan soal menteri agama;0;
dentuman gempa virus masihkah hatimu bisa tenang;0;
bpbd setempat juga melaporkan orang meninggal dunia akibat terbawa arus banjir selengkapnya banjir putingbeliung sulawesiselatan;1;
gempa magnitudo kedalaman kilometer mei waktu indonesia bagian barat koordinat kilometer tenggara tuapejat sumbar tidak berpotensi tsunami bmkg;1;
kalau mau bertanya masalah gunung berapi itu ke pusat vulkanologi dan mitigasi bencana geologi bukan ke badan meteorologi klimatologi dan geofisika bmkg itu ranahnya iklim cuaca kualitas udara gempa bumi heran banget banyak warga twitter yang pada bertanya salah lapak;1;
dentuman krakatau ya allah gempa;1;
perkembangan industri mobil listrik indonesia kantongi investasi besar;0;
gempa magnitudo mei waktu indonesia bagian barat lokasi kilometer baratlaut kep mentawai sumbar kedalaman kilometer tidak berpotensi tsunami bmkg;1;
gempa magnitudo kedalaman kilometer maret waktu indonesia bagian barat koordinat kamu kilometer baratlaut melonguane sulut tidak berpotensi tsunami bmkg;1;
pertanda akhir zaman bang perlu di lihat juga ramalan joyo boyo yang isinya nugel jawa kaping pindo intinya jawa terbelah jadi dua dan saya percaya itu pertama dulu pas krakatau erupsi lampung pisah dengan jawa sekarang entah dari krakatau atau merapi atau gempa;0;
katulampa siaga i mewaspadai banjir di sepanjang bantaran sungai ciliwung hujan deras yang berlangsung sejak kemarin hingga saat ini di wilayah hulu sungai ciliwung di daerah bogor telah menyebabkan debit sungai ciliwung meningkat;1;
siaran pers kejadian awanpanas letusan gunung merapi tanggal september;1;
sekretaris dewan syura partai kebangkitan bangsa partai kebangkitan bangsa sekaligus anggota dewan perwakilan rakyat komisi viii maman imanulhaq menyatakan mendukung keputusan pemerintah yang melarang kegiatan dan simbol front pembela islam simak selengkapnya di;0;
banjir terjadi di dua kecamatan kabupaten sorong provinsi papua barat antara lain kecamatan salawati ds majener dan kecamatan mayamuk ds makotyamsa dengan tma cuma akibat hujan dengan intensitas tinggi dan meluapnya anak sungai banjir infobencanabnpb pusdalopsbnpb;1;
rekaman awanpanas guguran tanggal februari jam waktu indonesia bagian barat dari cctv tunggularum;1;
gempa magnitudo pusat gempa di darat kilometer baratlaut kota langsa aceh kedalaman kilometer dirasakan langsa bmkg;1;
gempa magnitudo pusat gempa di darat kilometer timurlaut morowali sulawesi tengah kedalaman kilometer dirasakan ih morowali bmkg;1;
dana tanggap bencana amp buzzerrp buzzer lebih berharga daripada nyawa ratusan ribu rakyat kita bandingkan saja dari perhatian yang diberikan sama untuk ratusan ribu warga terdampak banjir di kalsel oleh bnpb ini jika dibagi maka tiap individu mendapatkan ribu;0;
tidak sih masih kayak biasa soalnya abunya tidak sampai sini dan juga itu tidak ada tanda tsunami kayak kemarin;0;
bencana banjir di cilacap pacitan dan aceh barat via;1;
semenjak badai minggu lalu jaringan telephone dan internet di kabupaten sabu ntt benar rusak telepon tidak bisa apalagi internet tapi sampai sekarang belum ada perhatian dan perbaikan dari petugas tolong telkomsel;1;
dampak banjir di lampung tengah menyebab orang tewas kakak terdampak dan ratusan rumah terendam itu itu diantaranya berada di kampung goras jaya sebanyak kakak sinar banten kakak kesuma jaya kakak dan kesumadadi kakak penanganan darurat masih terus dilakukan;1;
teringat yang is waktu gempa yoyakarta tidak yang bareng tsunami itu sepulau jawa ikut batuk sampai bali dan akhirnya muncul lumpur lapindo;0;
gempa magnitudo mei waktu indonesia bagian barat lokasi kamu kilometer baratdaya niasbarat sumatra utara kedalaman kilometer tidak berpotensi tsunami bmkg;1;
sahabattangguh telah terjadi awan panas guguran apg gunung semeru dengan jarak luncur kurang lebih kilometer pada sabtu sore pukul waktu indonesia bagian barat selengkapnya yuk simak video berikut atau kunjungi infobencanabnpb;1;
gempa magnitudo pusat gempa di laut kilometer tenggara enggano kedalaman kilometer dirasakan i ih bengkulu utara bmkg;1;
gempa magnitudo januari waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer barat salakan kabupaten banggai kepulauan kedalaman kilometer dirasakan ih salakan bmkg;1;
bupati deputi bnpb amp dandim selaku ic melepas jenazah korban awan panas tidak sinabung kepada keluarganya di kabanjahe;1;
gempa magnitudo kedalaman kilometer mei waktu indonesia bagian barat koordinat kamu kilometer baratdaya niasbarat sumatra utara tidak berpotensi tsunami bmkg;1;
isu persaingan kedua partai muncul lantaran partai umat merupakan besutan amien rais salah satu pendiri kapan;0;
alhamdulillah badai telah berlalu sea side heng fa chuen;0;
pandemi belum berakhir minggu kemarin pesawat jatuh di susul bencana banjir tambah lagi gempa mengguncang pulau seberang dan kemarin gunung erupsi ada apa indonesia ku ini kisi kiamat sudah muncul di indonesia lo mau nakal mencoba soju sedikit saja jadi pikir;0;
bencana banjir terjadi di kabupaten lima puluh kota sumatra barat sabtu pada pukul waktu indonesia bagian barat akibat meluapnya sungai harau karena dipicu oleh intensitas curah hujan yang tinggi selengkapnya infobencanabnpb;1;
baru dapat tunjangan hari raya kemarin masih saja kekeringan;0;
info gempa magnitudo skala richter september waktu indonesia bagian barat lokasi kilometer timurlaut kep mentawai sumbar kedalaman kilometer bmkg;1;
kriting gue tau apa yang kamu maksud setan haha;0;
gempa magnitudo pusat gempa di darat kilometer timur laut kodi sumba barat kedalaman kilometer dirasakan iv tambolaka bima bmkg;1;
gempa magnitudo januari waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer barat laut kota jayapura kedalaman kilometer dirasakan ih jayapura bmkg;1;
ini alasan banyak nya terjadi bencana alam suara dentuman erupsi wabah gempa dan lain lain eling lan waspodo dentuman erupsi gempa takdir indonesia amp perannya di akhirjaman nubuwahku lewat;0;
sekarang banyak gempa ya iyalah alatnya makin canggih gempa di tempat yang tidak ada penghuninya pun juga ketahuan;0;
gempa magnitudo pusat gempa di darat kilometer timur laut luwu timur kedalaman kilometer dirasakan ih sorowako bmkg;1;
info gempa magnitudo skala richter mau waktu indonesia bagian barat lokasi kamu kilometer baratlaut ternate malut kedalaman kilometer bmkg;1;
laporan aktivitas gunung merapi tanggal april kubah lava saat ini dalam kondisi stabil tingkat aktivitas waspada level ih potensi bahaya saat ini berupa awanpanas dari runtuhnya kubah lava dan lontaran material vulkanik dari letusan eksplosif;1;
boyband asal cina produce pandas dobrak stereotip boyband banyaknya bertubuh kurus tinggi dan rupawan produce pandas justru tampil dengan plus size;0;
bhnasional banjir di pahang dan sarawak semakin pulih johor masih kekal sama banjir;1;
meja dapur perlu dibersihkan secara rutin agar tetap rapi bersih dan tidak menjadi tempat berkembang biaknya bakteri;0;
ida rachmawati istri menteri kesehatan budi gunadi sadikin mengungkapkan kebiasaan suaminya yang selama ini tak diketahui publik seperti apa;0;
wooww sangat berguna buat banyak daerah di indonesia yang gersang atau kekeringan nixon nakula;0;
kopaskhas atau paskhas turut dikerahkan untuk menjaga kawasan pasar tanah abang dan sekitarnya paskhas merupakan pasukan elite dari matra tentara nasional indonesia au;0;
banjir dan kekeringan jadi salah satu penahan laju ekonomi cina di samping covid;1;
menanti cahaya di lorong pandemi satu meja the forum bag;0;
menteri kementerian lingkungan hidup amp kehutanan kementerian lingkungan hidup dan kehutanan yang diwakili oleh direktur pencegahan amp pengendalian daerah aliran sungai kementerian lingkungan hidup dan kehutanan sama saparis soedarjanto menjelaskan prosedur analisa banjir kalimantan selatan amp kekeringan di kabupaten blora dan kota kupang tangguhhadapibencana;1;
pemukim ilegal israel kian mengancam palestina meminta perlindungan pbb;0;
gempa magnitudo april waktu indonesia bagian barat lokasi kilometer tenggara kabupaten sukabumi jabar kedalaman kilometer tidak berpotensi tsunami bmkg;1;
kalau kita mengiranya semacam pompa barang di rumah yang berpotensi meledak bagaimana tetapi kata dea lantai diberanda luar gerak gue langsung pikir gempa kali karena sebelum tidur memang retweet berita erupsi itu dari cnn tetapi lama jadi klenik karena almarhum bapa katanya punya penjaga;0;
yang jadi masalah di sini sudah dia inginnya di situ njuk kemaruk akhirnya ya ibarat naruh semua telur di satu keranjang tiba tiba jatuh pecah semua telurnya ya ini salah satu bukti bahwa kebanyakan orang masih mendewakan kedinasan padahal output di universitas juga tidak kalah jauh;0;
gempa magnitudo pusat gempa di laut kilometer timurlaut konawe kedalaman kilometer dirasakan iv kendari konawe selatan konawe kepulauan bmkg;1;
gempa dirasakan magnitudo kedalaman kilometer febuari waktu indonesia bagian barat koordinat kamu pusat gempa berada di laut kilometer barat laut halmahera barat dirasakan ih ternate bmkg;1;
gempa magnitudo pusat gempa di darat kilometer selatan tomata kabupaten morowali utara kedalaman kilometer dirasakan ih morowali ih morowali utara ih poso bmkg;1;
gempa magnitudo pusat gempa di laut kilometer baratdaya bayah kedalaman kilometer dirasakan iv panggarangan ih sukabumi ih pelabuhan ratu bmkg;1;
banjir di kabupaten parigi moutong sulawesi tengah via;1;
jawa tengah akan terima vaksin corona;0;
indonesiaku sedang tidak baik sekarang awal tahun berbagai macam bencana terjadi dari pesawat jatuh banjir bandang gunung meletus dan gempa bumi semoga semuanya diberikan kesehatan dan kekuatan;0;
gempa magnitudo mei waktu indonesia bagian barat lokasi pusat gempa berada di darat timur laut luwu timur kedalaman kilometer dirasakan bmkg;1;
lah terus kemarin yang bilang rekayasa bagaimana sudah dapat berapa sih sampai sebegitunya;0;
indonesia memang istimewa iya diawali dengan banjir setelah itu datang corona banyak orang terkenal meninggal sekarang gempa perbanyak doa saja;0;
berlaku apabila anda good looking;0;
gempa magnitudo pusat gempa di darat kilometer timurlaut rejang lebong kedalaman kilometer dirasakan iv curup bmkg;1;
peneliti india menemukan lebih banyak mutasi virus corona pada sampel covid di india beberapa diyaini kebal vaksin dan memengaruhi respons imun;0;
pengalaman gempa lohya vi bawa perasaan deh;0;
yang mati ada gempa gue harus bangun;0;
sama;0;
terima kasih kepada seluruh jajaran gugus tugas covid dari pusat sampai ke daerah seluruh tenaga medis personel kepolisian republik indonesia dan tentara nasional indonesia untuk kerja keras penuh dedikasi dalam pengendalian covid saya mengingatkan tugas besar kita belum berakhir ancaman covid masih ada;0;
ini baru gempa;1;
gempa magnitudo mei waktu indonesia bagian barat lokasi kamu kilometer baratdaya calang acehjaya kedalaman kilometer tidak berpotensi tsunami bmkg;1;
gempa magnitudo oct waktu indonesia bagian barat lokasi kilometer baratdaya kabupaten pangandaran jabar kedalaman kilometer tidak berpotensi tsunami bmkg;1;
presiden joko widodo meninjau lokasi terdampak bencana banjir di kelurahan pekauman kecamatan martapura timur kabupaten banjar kalimantan selatan pada senin;1;
penampakan sampai di makassar yang rusak parah diterjang puting beliung;1;
gempa magnitudo november waktu indonesia bagian barat lokasi pusat gempa berada di laut kilometer baratdaya tanggamus kedalaman kilometer dirasakan limau ulubelu liwa tanggamus bmkg;1;
dibali juga banjir kak aku malah baru tau;1;
jib gila dajjal buat bahan bercandaan nauzubillah jangan melupakan yajjuj majjuj juga kekeringan kelaparan astagfirullah tb takut;0;
angin puting beliung di pulau panggang kabupaten kep seribu pada kamis merusak puluhan rumah;1;
gempa magnitudo januari waktu indonesia bagian barat lokasi pusat gempa berada di darat kilometer tenggara pesawaran kedalaman kilometer dirasakan peswaran kemiling bmkg;1;
gempa dirasakan magnitudo kedalaman kilometer april waktu indonesia bagian barat koordinat pusat gempa berada di laut kilometer timur ambon dirasakan ih kairatu bmkg;1;
iya kalau aktifnya ring of fire memang gue sudah curig dari sinabung gempa palu nah ini bunyi dentuman yang tidak ketahuan dari manaaah;0;
sampai dengan sabtu sore terdapat gardu distribusi dan pelanggan yang terdampak banjir sementara sebanyak gardu distribusi dan pelanggan telah berhasil perusahaan listrik negara menyalakan kembali listrik plnuiwkalselteng banjir banjarbaru kalimantanselatan petrominer;0;
polisi menyebut racun yang terkandung pada bumbu sate dan menewaskan anak driver ojek online di bantul yakni kalium sianida kcn ngeri;0;
gempa magnitudo oktober waktu indonesia bagian barat lokasi pusat gempa berada di darat kilometer selatan tomata kabupaten morowali utara kedalaman kilometer dirasakan ih morowali ih morowali utara ih poso bmkg;1;
info gempa magnitudo juni waktu indonesia bagian barat lokasi kilometer timurlaut malukubrtdaya kedalaman kilometer sumber;1;
